,year,price,km_traveled,tax,engineSize,km_per_liters,model,transmission,fuel_type
305,1996,2300,56347.82142,145,1.0,30.780425600000004,1500 Regular Cab,Manual,Other
306,2000,13675,14614.41654,0,1.8,34.3091208,Venture Cargo,Automatic,Hybrid
307,2010,9340,52303.55,145,1.5,24.4882944,Impala,Manual,Diesel
308,2011,7495,3210.6333,0,1.0,34.3091208,Suburban 2500,Automatic,Petrol
309,1999,12495,29801.75812,0,1.5,32.4384872,Astro Passenger,Manual,Other
310,2000,16491,23898.699,20,1.0,33.161232,Tracker,Other,Diesel
311,2002,10295,5666.48614,150,1.8,24.658352,Express 3500 Passenger,Other,Diesel
312,2012,9800,18661.90664,0,1.3,24.4882944,Colorado Regular Cab,Other,Other
313,2019,16872,32589.135,145,2.5,24.658352,Cruze,Automatic,Hybrid
314,2011,11520,59225.32134,150,1.0,20.0242824,Corvette,Semi-Auto,Hybrid
315,2020,9498,44033.15174,145,1.8,30.780425600000004,Malibu,Other,Other
316,2018,21995,14698.10222,30,1.2,33.161232,Impala,Manual,Diesel
317,2018,9288,42682.91548,0,1.0,36.3923264,Corvette,Semi-Auto,Hybrid
318,2015,7892,37658.556,30,2.4,23.382920000000002,Tahoe,Other,Hybrid
319,2005,4698,7242.03,30,1.0,14.114780800000002,Cavalier,Other,Hybrid
320,2004,5698,9562.69828,145,1.3,20.3643976,Monte Carlo,Semi-Auto,Hybrid
321,1999,27998,6815.5549,145,2.5,21.724858400000002,2500 HD Regular Cab,Other,Other
322,2019,7200,24822.46016,30,1.8,29.334936000000003,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
323,2019,11400,11876.9292,0,1.2,20.3643976,Bolt EV,Manual,Hybrid
324,2010,9600,11606.56008,135,1.6,24.658352,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
325,1995,7350,38270.1052,150,1.5,29.292421600000004,Sportvan G30,Automatic,Petrol
326,2005,40999,20884.40518,205,1.5,20.3643976,Express 3500 Passenger,Other,Diesel
327,2017,19995,32386.35816,0,1.8,32.4384872,City Express,Automatic,Hybrid
328,2007,15490,5149.888,20,1.8,29.334936000000003,Corvette,Semi-Auto,Hybrid
329,2007,10695,33113.77984,20,1.5,23.552977600000002,Corvette,Semi-Auto,Hybrid
330,2005,10192,63095.78404,150,1.8,21.0871424,Silverado 1500 Extended Cab,Manual,Petrol
331,2006,4990,82518.9085,135,1.0,28.6121912,Avalanche 1500,Other,Other
332,2001,7998,36789.5124,30,1.8,29.292421600000004,Silverado 2500 HD Regular Cab,Automatic,Other
333,1994,21995,7505.96176,0,1.3,19.6841672,Blazer,Other,Hybrid
334,2007,20999,4988.954,0,1.6,31.588199200000002,Silverado (Classic) 2500 HD Crew Cab,Automatic,Hybrid
335,1999,11998,59410.39544,0,1.0,32.4384872,Tahoe,Other,Hybrid
336,2001,9990,81271.67,145,1.8,24.530808800000003,Silverado 2500 Extended Cab,Manual,Diesel
337,2010,9995,21460.5489,20,1.8,24.530808800000003,Avalanche,Other,Hybrid
338,2016,6495,6112.27332,145,1.8,25.5511544,Express 3500 Cargo,Manual,Other
339,2001,16495,52506.32684,0,1.5,28.6121912,Metro,Automatic,Hybrid
340,1992,9300,34665.1836,150,1.6,29.334936000000003,Blazer,Other,Hybrid
341,2006,9995,1475.76478,140,1.0,28.484648,Express 2500 Passenger,Automatic,Other
342,2013,21290,65804.30326,30,1.8,20.3643976,Silverado 1500 Extended Cab,Manual,Petrol
343,2005,13990,40320.40436,0,1.2,30.0151664,Express 3500 Passenger,Other,Diesel
344,1997,12495,14878.3483,0,1.0,24.658352,Monte Carlo,Semi-Auto,Hybrid
345,2014,9298,23570.39364,145,2.0,33.161232,Equinox,Manual,Diesel
346,2017,7498,14142.87992,135,1.0,17.9410768,Colorado Crew Cab,Semi-Auto,Hybrid
347,2006,14975,5874.091,0,1.0,26.1038416,Express 1500 Cargo,Semi-Auto,Other
348,2010,15595,14596.7138,150,1.6,34.3091208,Silverado 1500 Extended Cab,Manual,Petrol
349,2018,7498,30348.93372,135,1.5,29.292421600000004,Impala,Manual,Diesel
350,1998,6995,82044.1532,0,1.5,27.2942448,Tahoe,Other,Hybrid
351,2011,10695,22287.74966,150,1.5,21.724858400000002,Suburban 1500,Semi-Auto,Hybrid
352,2008,23395,49360.06714,150,1.3,32.4384872,Colorado Extended Cab,Manual,Other
353,2019,19500,98169.74,145,1.8,24.020636,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
354,2008,10895,106216.44,145,1.4,31.588199200000002,Silverado 1500 Extended Cab,Manual,Petrol
355,2003,8750,17199.01658,145,1.5,27.931960800000002,Express 1500 Passenger,Manual,Diesel
356,2004,15750,107664.846,325,2.0,22.6601752,Silverado 2500 Extended Cab,Manual,Diesel
357,2013,9000,30625.7402,20,1.0,16.665644800000003,Express 3500 Passenger,Other,Diesel
358,2011,4295,28992.2601,30,1.0,25.5511544,Corvette,Semi-Auto,Hybrid
359,1994,8700,84461.38188,205,1.0,24.658352,Suburban 2500,Automatic,Petrol
360,1996,6380,5838.68552,0,1.5,20.0242824,2500 HD Extended Cab,Manual,Petrol
361,2011,19195,2348.02706,145,1.5,28.059504,Silverado 2500 HD Extended Cab,Other,Diesel
362,2011,8950,10681.18958,0,1.0,20.3643976,Aveo,Other,Diesel
363,2002,8995,33244.136379999996,0,1.3,29.292421600000004,Silverado 2500 HD Regular Cab,Automatic,Other
364,2014,2495,24498.98282,150,1.2,29.334936000000003,Silverado 2500 HD Regular Cab,Automatic,Other
365,2005,8295,31567.2041,30,1.8,16.665644800000003,Express 2500 Passenger,Automatic,Other
366,2017,18799,38624.159999999996,0,1.5,25.040981600000002,Silverado 3500 HD Regular Cab,Other,Diesel
367,2018,10500,16566.54596,145,1.0,33.161232,Silverado 1500 Double Cab,Automatic,Petrol
368,2014,12295,14529.12152,145,1.0,24.020636,Cruze,Automatic,Hybrid
369,1992,59995,36523.9713,200,1.5,13.9447232,1500 Extended Cab,Manual,Other
370,2018,16998,57372.971,145,1.8,29.334936000000003,Bolt EV,Manual,Hybrid
371,1994,9995,24246.31644,150,1.5,26.6990432,Lumina Passenger,Other,Petrol
372,1998,9995,30817.251659999998,0,2.5,33.373804,Lumina,Automatic,Petrol
373,1992,19998,14435.7798,145,1.8,31.588199200000002,Blazer,Other,Hybrid
374,2013,11498,68652.83506,145,1.3,30.780425600000004,Express 3500 Passenger,Other,Diesel
375,2001,5700,50235.5481,135,1.5,28.484648,Express 1500 Cargo,Semi-Auto,Other
376,2005,11995,20395.16582,145,1.3,36.562384,Cavalier,Other,Hybrid
377,2010,8775,9760.6471,135,1.0,17.643476,Express 1500 Cargo,Semi-Auto,Other
378,2010,12995,28884.43432,20,2.0,33.161232,Silverado 3500 HD Regular Cab,Other,Diesel
379,2016,25350,42501.06006,140,1.0,24.020636,Camaro,Manual,Petrol
380,1999,11000,13962.63384,150,1.5,36.562384,Silverado 1500 Extended Cab,Manual,Petrol
381,2011,22998,16.0934,135,1.0,20.3643976,Silverado 2500 HD Crew Cab,Manual,Diesel
382,2008,18395,52454.82796,150,1.0,24.658352,Express 1500 Cargo,Semi-Auto,Other
383,1997,22000,19263.7998,145,2.5,36.562384,G-Series 3500,Semi-Auto,Hybrid
384,1992,27893,17321.32642,0,1.5,24.020636,Sportvan G20,Semi-Auto,Hybrid
385,2017,17589,34904.97526,260,1.5,16.665644800000003,Spark,Manual,Petrol
386,2007,9000,43936.59134,145,1.0,25.040981600000002,Malibu,Other,Other
387,2014,7850,89934.74722,145,1.5,27.2942448,Express 3500 Passenger,Other,Diesel
388,2015,9295,5838.68552,30,1.0,20.3643976,City Express,Automatic,Hybrid
389,2013,13499,21203.0545,145,1.0,28.6121912,Silverado 3500 HD Regular Cab,Other,Diesel
390,2009,10351,28781.43656,0,2.8,33.373804,Silverado 2500 HD Extended Cab,Other,Diesel
391,2009,7995,15000.65814,135,1.0,20.0242824,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
392,2018,6495,8280.0543,30,1.8,29.334936000000003,Silverado 3500 HD Regular Cab,Other,Diesel
393,2000,7490,64626.26638,150,1.0,34.3091208,Silverado 2500 Regular Cab,Automatic,Petrol
394,2010,23234,7547.8046,135,1.5,23.382920000000002,Silverado 2500 HD Regular Cab,Automatic,Other
395,2012,16995,74683.03204,145,1.8,36.562384,Impala,Manual,Diesel
396,1999,21995,41807.43452,140,1.0,29.2499072,Silverado 1500 Extended Cab,Manual,Petrol
397,2007,6998,32180.36264,165,1.0,20.3643976,Silverado (Classic) 1500 Extended Cab,Manual,Other
398,2012,18495,24140.1,135,1.8,17.643476,Silverado 2500 HD Extended Cab,Other,Diesel
399,2019,16000,4459.48114,0,1.0,16.665644800000003,Silverado 1500 Double Cab,Automatic,Petrol
400,2012,6385,50584.77488,150,1.0,24.020636,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
401,2003,9790,4198.76806,0,1.2,25.040981600000002,Blazer,Other,Hybrid
402,1995,10490,12876.32934,150,1.0,24.020636,Camaro,Manual,Petrol
403,1992,13795,78299.21902,0,1.0,29.334936000000003,1500 Extended Cab,Manual,Other
404,2010,11799,21494.34504,150,1.8,33.161232,Silverado 3500 HD Extended Cab,Automatic,Other
405,2013,6999,56220.68356,0,1.8,24.4882944,Silverado 3500 HD Regular Cab,Other,Diesel
406,2010,6330,10323.9161,135,1.0,29.292421600000004,Silverado 2500 HD Regular Cab,Automatic,Other
407,2004,21491,45431.6682,135,1.6,29.334936000000003,Suburban 2500,Automatic,Petrol
408,2009,6500,16733.91732,0,1.5,24.020636,Aveo,Other,Diesel
409,2013,20995,45600.6489,135,1.8,15.390212800000002,Express 1500 Passenger,Manual,Diesel
410,2007,21495,9863.64486,0,3.0,31.588199200000002,Silverado (Classic) 3500 Extended Cab,Semi-Auto,Diesel
411,2014,12000,23045.7488,0,1.5,24.020636,Impala Limited,Semi-Auto,Hybrid
412,1996,12998,59597.07888,145,1.5,33.373804,2500 HD Extended Cab,Manual,Petrol
413,2017,3495,49543.5319,140,1.0,24.020636,Trax,Semi-Auto,Diesel
414,2006,9695,29489.546159999998,20,1.5,32.4384872,Express 3500 Cargo,Manual,Other
415,1999,10495,68120.14352,125,1.0,29.334936000000003,Lumina,Automatic,Petrol
416,2016,10391,38477.71006,140,1.5,23.552977600000002,Cruze Limited,Semi-Auto,Diesel
417,2000,8801,68108.87814,300,1.5,30.780425600000004,Express 1500 Cargo,Semi-Auto,Other
418,2008,8680,26470.42432,150,1.8,25.040981600000002,Equinox,Manual,Diesel
419,2009,6000,41842.84,145,1.0,20.3643976,Express 2500 Passenger,Automatic,Other
420,2006,20990,15853.60834,145,1.8,29.334936000000003,Silverado 1500 Extended Cab,Manual,Petrol
421,2010,24995,10546.00502,145,1.5,29.292421600000004,Aveo,Other,Diesel
422,2002,10000,41654.54722,0,1.5,28.059504,Silverado 2500 HD Extended Cab,Other,Diesel
423,1993,10570,35968.749,200,1.5,33.373804,Sportvan G20,Semi-Auto,Hybrid
424,2002,10795,19096.42844,0,1.8,29.292421600000004,Corvette,Semi-Auto,Hybrid
425,1999,8801,9227.95556,0,1.5,31.588199200000002,S10 Regular Cab,Manual,Other
426,2015,18498,22696.52202,135,1.8,20.0242824,Trax,Semi-Auto,Diesel
427,2000,11326,35996.10778,135,1.0,31.588199200000002,Express 3500 Cargo,Manual,Other
428,2016,9995,43770.82932,20,1.8,21.724858400000002,Cruze Limited,Semi-Auto,Diesel
429,2017,10498,55522.23,30,1.0,36.562384,City Express,Automatic,Hybrid
430,2018,10985,9921.5811,265,1.0,33.373804,Silverado 2500 HD Double Cab,Other,Petrol
431,2010,8771,4821.58264,150,1.0,24.4882944,Cobalt,Automatic,Hybrid
432,2000,19995,5703.50096,0,1.0,29.334936000000003,Silverado 2500 HD Regular Cab,Automatic,Other
433,2002,14369,64613.39166,30,1.0,29.334936000000003,Malibu,Other,Other
434,2007,12250,57242.61446,145,1.2,24.020636,Suburban 2500,Automatic,Petrol
435,2019,7395,36523.9713,145,2.4,24.4882944,Tahoe,Other,Hybrid
436,2005,20790,2108.2354,135,1.0,32.4384872,Classic,Other,Other
437,2000,23998,22516.27594,145,1.5,27.2942448,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
438,2016,10382,47518.98218,0,1.0,24.658352,Equinox,Manual,Diesel
439,1992,7491,42597.62046,0,1.6,21.8524016,Corsica,Semi-Auto,Hybrid
440,2018,14995,79013.76598,145,1.5,33.373804,Silverado 1500 Double Cab,Automatic,Petrol
441,2012,7700,49223.27324,145,1.5,17.643476,Express 3500 Cargo,Manual,Other
442,2020,12995,58662.05234,145,1.0,29.334936000000003,Trax,Semi-Auto,Diesel
443,2010,12795,5632.69,145,1.5,28.6121912,Camaro,Manual,Petrol
444,2016,18000,45787.33234,30,1.8,29.334936000000003,Express 3500 Passenger,Other,Diesel
445,2003,23505,73830.08184,0,1.8,30.780425600000004,Silverado 3500 Crew Cab,Semi-Auto,Other
446,2017,9000,84609.44116,135,2.0,29.292421600000004,Suburban,Other,Petrol
447,2007,8498,25155.59354,20,1.3,23.382920000000002,Silverado (Classic) 3500 Regular Cab,Automatic,Petrol
448,1994,7998,24622.902,145,1.2,20.3643976,2500 Regular Cab,Automatic,Diesel
449,2018,14999,74029.64,135,2.5,25.5511544,Malibu,Other,Other
450,2007,10990,9010.69466,145,1.8,24.020636,Silverado 2500 HD Crew Cab,Manual,Diesel
451,2012,7890,32267.267,150,2.5,24.020636,Suburban 1500,Semi-Auto,Hybrid
452,2003,7495,6693.24506,0,1.5,20.3643976,Monte Carlo,Semi-Auto,Hybrid
453,2018,5791,8280.0543,145,1.0,21.0871424,Bolt EV,Manual,Hybrid
454,2017,9295,31306.49102,135,1.3,20.3643976,Impala,Manual,Diesel
455,2013,8795,9153.92592,325,1.8,28.6121912,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
456,2014,8900,14405.20234,140,1.8,20.3643976,Express 3500 Passenger,Other,Diesel
457,2003,14195,6437.36,145,2.0,24.530808800000003,Suburban 2500,Automatic,Petrol
458,2018,20500,67722.63654,145,1.0,29.334936000000003,Corvette,Semi-Auto,Hybrid
459,2001,6975,26385.1293,0,1.0,36.562384,Metro,Automatic,Hybrid
460,2011,11292,32589.135,145,1.0,24.658352,Avalanche,Other,Hybrid
461,2000,19698,13470.175799999999,125,1.0,22.2350312,S10 Extended Cab,Automatic,Diesel
462,2015,11980,3065.7927,165,1.0,32.481001600000006,Impala,Manual,Diesel
463,2012,26000,1359.8923,135,1.5,29.334936000000003,Colorado Regular Cab,Other,Other
464,2002,20000,26103.4948,0,1.8,20.3643976,Venture Passenger,Manual,Hybrid
465,1997,12695,9738.11634,0,1.0,22.2350312,Tahoe,Other,Hybrid
466,2012,8432,22905.73622,20,1.0,29.292421600000004,Silverado 1500 Extended Cab,Manual,Petrol
467,2012,23495,2108.2354,20,1.2,25.040981600000002,Silverado 2500 HD Crew Cab,Manual,Diesel
468,2005,19995,12874.72,150,1.2,14.114780800000002,Silverado 1500 Crew Cab,Other,Hybrid
469,2000,14788,52583.57516,145,1.5,23.552977600000002,Prizm,Automatic,Hybrid
470,2006,12250,1786.3674,145,1.0,29.292421600000004,Express 2500 Passenger,Automatic,Other
471,2019,21000,49092.9167,0,1.0,25.040981600000002,Cruze,Automatic,Hybrid
472,2008,3495,23755.46774,30,2.0,24.530808800000003,Express 2500 Cargo,Automatic,Petrol
473,2016,12295,160.934,0,1.8,20.3643976,Camaro,Manual,Petrol
474,1993,8775,20599.552,30,1.8,23.552977600000002,G-Series G30,Automatic,Hybrid
475,2016,18000,19331.39208,20,1.0,31.588199200000002,Traverse,Other,Petrol
476,1999,11487,94.95106,135,1.5,28.6121912,1500 Extended Cab,Manual,Other
477,2016,13995,20105.48462,135,1.3,28.6121912,Express 3500 Passenger,Other,Diesel
478,2010,10980,20031.45498,0,1.5,18.493764000000002,Impala,Manual,Diesel
479,2017,9990,15884.1858,150,1.3,20.3643976,Colorado Extended Cab,Manual,Other
480,1992,12995,34480.1095,145,1.5,24.530808800000003,APV Cargo,Semi-Auto,Diesel
481,2006,16217,14183.11342,145,1.5,29.292421600000004,Tahoe,Other,Hybrid
482,1994,8975,70469.77992,0,1.5,21.0871424,3500 Regular Cab,Semi-Auto,Other
483,2001,14100,4079.6769,145,1.5,29.334936000000003,Suburban 1500,Semi-Auto,Hybrid
484,1998,7995,33060.67162,135,2.4,25.040981600000002,3500 Regular Cab,Semi-Auto,Other
485,2008,17353,19294.37726,0,1.5,30.780425600000004,Impala,Manual,Diesel
486,1992,11799,123919.18,0,1.0,26.6990432,G-Series G10,Other,Other
487,1994,26500,15737.73586,150,1.0,31.588199200000002,Lumina,Automatic,Petrol
488,2014,15490,30384.3392,0,1.3,29.292421600000004,Express 1500 Cargo,Semi-Auto,Other
489,2011,11498,21312.48962,0,1.5,24.020636,Colorado Crew Cab,Semi-Auto,Hybrid
490,2003,9750,19220.34762,30,1.0,30.0151664,Express 1500 Cargo,Semi-Auto,Other
491,2001,7000,40.2335,0,1.0,30.0151664,Silverado 2500 HD Crew Cab,Manual,Diesel
492,2012,7995,5648.7834,30,1.8,23.382920000000002,Malibu,Other,Other
493,2005,9995,82881.01,235,1.8,26.6990432,Express 1500 Cargo,Semi-Auto,Other
494,2014,22995,90826.32158,145,1.5,31.588199200000002,Equinox,Manual,Diesel
495,2002,6295,31707.21668,20,1.8,25.5511544,TrailBlazer,Other,Petrol
496,2004,18599,18697.31212,265,1.5,23.552977600000002,Malibu,Other,Other
497,2006,10999,35051.4252,145,1.8,29.334936000000003,Cobalt,Automatic,Hybrid
498,2014,6995,48280.2,0,1.0,12.796834400000002,Camaro,Manual,Petrol
499,2013,10495,15531.74034,145,1.5,23.552977600000002,Cruze,Automatic,Hybrid
500,2003,11475,120290.1183,0,1.3,36.562384,Express 3500 Cargo,Manual,Other
501,1996,9290,29021.22822,145,1.8,33.373804,G-Series G30,Automatic,Hybrid
502,2010,2978,9759.03776,30,1.8,21.8524016,Express 1500 Passenger,Manual,Diesel
503,2013,7698,18859.85546,125,1.0,28.6121912,Silverado 1500 Crew Cab,Other,Hybrid
504,2006,21795,2814.73566,145,1.5,24.020636,Uplander Passenger,Manual,Other
505,2012,1995,12263.1708,135,1.0,22.2350312,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
506,2005,21998,105733.638,145,1.0,24.658352,Malibu,Other,Other
507,2020,6272,29170.89684,145,0.0,25.5511544,Suburban,Other,Petrol
508,2002,10000,7242.03,145,1.0,23.382920000000002,S10 Extended Cab,Automatic,Diesel
509,2018,24999,13326.94454,150,1.5,26.1038416,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
510,2000,10990,69724.6555,30,1.0,20.0242824,Express 2500 Cargo,Automatic,Petrol
511,2008,8995,22572.60284,0,1.0,24.658352,Silverado 3500 HD Extended Cab,Automatic,Other
512,1998,12985,9530.51148,145,1.6,33.373804,Metro,Automatic,Hybrid
513,1992,8295,60036.4287,0,1.8,32.4384872,Corsica,Semi-Auto,Hybrid
514,2013,11585,118109.4626,135,2.5,28.484648,Impala,Manual,Diesel
515,2002,29498,69201.62,0,1.3,31.588199200000002,Astro Passenger,Manual,Other
516,1999,7698,38661.17482,0,1.2,29.292421600000004,3500 Regular Cab,Semi-Auto,Other
517,2013,7491,21763.10482,150,1.0,24.020636,Sonic,Manual,Hybrid
518,2018,12795,40592.38282,0,1.0,20.3643976,Silverado 2500 HD Crew Cab,Manual,Diesel
519,2018,15400,60413.014259999996,145,2.5,34.3091208,Tahoe,Other,Hybrid
520,2011,13555,65442.201759999996,30,1.8,24.530808800000003,Corvette,Semi-Auto,Hybrid
521,2012,5995,74399.7882,125,1.8,28.6121912,Silverado 2500 HD Extended Cab,Other,Diesel
522,1998,13990,44614.12348,0,1.8,29.334936000000003,Suburban 1500,Semi-Auto,Hybrid
523,2006,9495,23187.37072,20,2.0,20.3643976,Express 3500 Cargo,Manual,Other
524,2005,8495,12090.97142,30,1.3,36.562384,Impala,Manual,Diesel
525,2011,22995,38442.304579999996,145,2.0,25.5511544,Tahoe,Other,Hybrid
526,2000,6400,64005.06114,145,1.8,29.334936000000003,Monte Carlo,Semi-Auto,Hybrid
527,2011,12995,19321.73604,0,1.3,25.040981600000002,Colorado Regular Cab,Other,Other
528,1996,6895,20816.8129,135,1.0,33.373804,Lumina Passenger,Other,Petrol
529,1992,27550,47448.17122,20,1.0,33.161232,G-Series G30,Automatic,Hybrid
530,2002,10498,46678.9067,0,1.8,25.040981600000002,Corvette,Semi-Auto,Hybrid
531,1996,11750,6356.893,125,1.0,26.6990432,Monte Carlo,Semi-Auto,Hybrid
532,2001,11790,61774.5159,135,1.0,29.334936000000003,Malibu,Other,Other
533,2004,13492,50340.1552,145,2.0,31.588199200000002,Blazer,Other,Hybrid
534,1994,7099,57242.61446,125,1.8,24.658352,2500 Extended Cab,Other,Diesel
535,2015,13590,15797.28144,0,1.5,18.493764000000002,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
536,2010,7195,42277.3618,160,1.0,22.2350312,Express 2500 Cargo,Automatic,Petrol
537,2013,21490,664.65742,30,1.8,27.2942448,Express 1500 Cargo,Semi-Auto,Other
538,2019,6790,8046.7,145,1.0,16.240500800000003,Cruze,Automatic,Hybrid
539,2010,11695,28379.10156,140,1.5,24.658352,Malibu,Other,Other
540,2003,21000,44678.49708,145,2.5,28.484648,Suburban 1500,Semi-Auto,Hybrid
541,2011,22520,45238.5474,0,1.5,29.334936000000003,Colorado Regular Cab,Other,Other
542,2020,6895,61563.69236,0,1.8,32.4384872,Suburban,Other,Petrol
543,2005,10790,27360.38934,145,1.0,20.0242824,Express 3500 Passenger,Other,Diesel
544,2016,7495,27680.648,0,1.5,30.780425600000004,Impala Limited,Semi-Auto,Hybrid
545,2012,9495,36715.48276,0,1.5,29.334936000000003,Captiva Sport,Manual,Other
546,2001,18995,18977.33728,20,1.5,25.040981600000002,Impala,Manual,Diesel
547,2015,8995,13668.12462,145,1.5,26.6990432,Traverse,Other,Petrol
548,1999,12500,34489.76554,260,1.8,29.334936000000003,Tahoe,Other,Hybrid
549,2004,21500,37104.94304,30,1.0,21.0871424,Express 2500 Cargo,Automatic,Petrol
550,2012,20995,36210.15,30,1.0,20.3643976,Colorado Regular Cab,Other,Other
551,2014,12995,14416.46772,145,1.8,15.602784800000002,SS,Manual,Petrol
552,1994,7989,16383.0812,200,1.0,30.780425600000004,Lumina Passenger,Other,Petrol
553,2018,11195,70810.96,30,1.5,31.588199200000002,Impala,Manual,Diesel
554,2004,7392,8449.035,260,1.3,26.1038416,Express 3500 Cargo,Manual,Other
555,1998,12995,38210.55962,145,1.6,20.3643976,Tracker,Other,Diesel
556,2000,9490,44738.04266,0,1.5,30.780425600000004,Venture Cargo,Automatic,Hybrid
557,2010,12170,24149.75604,145,1.0,33.373804,Colorado Crew Cab,Semi-Auto,Hybrid
558,2004,29985,35122.23616,135,1.0,24.020636,Colorado Extended Cab,Manual,Other
559,1999,13995,53592.63134,135,1.8,24.658352,Silverado 2500 Regular Cab,Automatic,Petrol
560,2001,24525,31382.13,145,1.5,20.0242824,S10 Extended Cab,Automatic,Diesel
561,2012,12803,37014.82,0,1.5,29.334936000000003,Cruze,Automatic,Hybrid
562,1992,7495,11247.67726,0,1.8,30.0151664,1500 Regular Cab,Manual,Other
563,2016,11000,12729.8794,145,1.3,20.3643976,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
564,2001,6995,24136.88132,0,1.5,24.530808800000003,Monte Carlo,Semi-Auto,Hybrid
565,2006,21495,11548.62384,145,1.0,36.3923264,Silverado 3500 Extended Cab,Automatic,Petrol
566,2006,5500,23515.67608,135,1.0,29.292421600000004,Silverado 2500 HD Regular Cab,Automatic,Other
567,2003,15995,17794.47238,145,2.0,24.658352,Cavalier,Other,Hybrid
568,2003,8495,19971.9094,135,1.3,25.040981600000002,Express 1500 Cargo,Semi-Auto,Other
569,2016,13350,57915.31858,0,1.3,32.4384872,Traverse,Other,Petrol
570,1999,10499,27352.34264,150,1.8,36.562384,2500 HD Regular Cab,Other,Other
571,2001,9330,18024.608,0,1.8,24.020636,Tahoe,Other,Hybrid
572,2009,25000,13259.35226,145,1.0,33.373804,Malibu,Other,Other
